Level 3 Area,Cost Center Name,Well Customer,Month,Year,Safety Observation Card Count,Near Miss (NM),Environmental (ENV) Incident Count,Property/ Equipment Damage (EQP DMG) Incident Count,First Aid Cases (FAC),Medical Treatment Only (MTO),Restricted Work Case (RWC),Lost Time Incident (LTI),Fatality (FTL),Total Recordable Cases (TTL REC),Total Class 1 Incidents,Class 1 Incident Rate (C1IR),Total Recordable Incident Rate (TRIR),Lost Time Incident Rate (LTIR),Total Hurt Rate (THR),Work Hours,Count of STARs
Southern USA,00X20,X T O ENERGY INC,2021-MAY,2021,335,0,0,0,3,0,1,0,0,1,0,0,42.5,0,170.01,4705.5,0
Southern USA,00X20,X T O ENERGY INC,2021-JUN,2021,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4246.5,0
Southern USA,00X20,,2020-JAN,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.5,0
Southern USA,00X20,,2020-FEB,2020,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1588.5,0
Southern USA,00X20,,2020-MAR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0
Southern USA,00X20,,2021-JUN,2021,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0
Southern USA,00X20,,2021-JUL,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X20,,2021-AUG,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X20,,2021-SEP,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X20,,2021-OCT,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X21,TRAILHEAD EXPLORATION LLC,2021-MAY,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690.5,2
Southern USA,00X21,TRAILHEAD EXPLORATION LLC,2021-JUN,2021,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4284,0
Southern USA,00X21,,2021-MAY,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.5,0
Southern USA,00X21,,2021-JUL,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X21,,2021-AUG,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X21,,2021-SEP,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X21,,2021-OCT,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X22,ENDEAVOR ENERGY RES LP,2021-MAR,2021,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1434.5,3
Southern USA,00X22,ENDEAVOR ENERGY RES LP,2021-APR,2021,177,0,0,0,0,1,0,0,0,1,0,0,47.59,0,47.59,4202.5,0
Southern USA,00X22,ENDEAVOR ENERGY RES LP,2021-MAY,2021,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4240,0
Southern USA,00X22,ENDEAVOR ENERGY RES LP,2021-JUN,2021,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2509,0
Southern USA,00X22,,2021-FEB,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2176,0
Southern USA,00X22,,2021-MAR,2021,50,9,0,2,0,0,0,0,0,0,0,0,0,0,0,2718.5,0
Southern USA,00X22,,2021-JUN,2021,53,0,0,0,1,0,0,0,0,0,0,0,0,0,115.14,1737,0
Southern USA,00X22,,2021-JUL,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X22,,2021-AUG,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X22,,2021-SEP,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X22,,2021-OCT,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X23,SN EF MAVERICK LLC,2020-JAN,2020,270,23,0,0,0,0,0,0,0,0,0,0,0,0,0,5165.5,1
Southern USA,00X23,SN EF MAVERICK LLC,2020-FEB,2020,206,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4852,0
Southern USA,00X23,SN EF MAVERICK LLC,2020-MAR,2020,76,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3240,1
Southern USA,00X23,ENDEAVOR ENERGY RES LP,2021-MAR,2021,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4381.5,0
Southern USA,00X23,ENDEAVOR ENERGY RES LP,2021-APR,2021,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4221,1
Southern USA,00X23,ENDEAVOR ENERGY RES LP,2021-MAY,2021,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4164.5,0
Southern USA,00X23,ENDEAVOR ENERGY RES LP,2021-JUN,2021,204,0,0,0,2,0,0,0,0,0,0,0,0,0,90.39,4425.5,0
Southern USA,00X23,,2020-MAR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
Southern USA,00X23,,2021-FEB,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1744,0
Southern USA,00X23,,2021-JUL,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X23,,2021-AUG,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X23,,2021-SEP,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X23,,2021-OCT,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X29,TEAL OPERATING LLC,2020-JAN,2020,380,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4610,13
Southern USA,00X29,TEAL OPERATING LLC,2020-FEB,2020,357,25,0,1,0,0,0,0,0,0,0,0,0,0,0,4307,29
Southern USA,00X29,TEAL OPERATING LLC,2020-MAR,2020,413,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4583.5,18
Southern USA,00X29,TEAL OPERATING LLC,2020-APR,2020,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1653,0
Southern USA,00X30,"CHEVRON USA, INC.",2020-JAN,2020,552,14,0,1,0,0,0,0,0,0,0,0,0,0,0,4614,34
Southern USA,00X30,"CHEVRON USA, INC.",2020-FEB,2020,293,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4399,52
Southern USA,00X30,"CHEVRON USA, INC.",2020-MAR,2020,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4664,40
Southern USA,00X30,"CHEVRON USA, INC.",2020-APR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,997.5,0
Southern USA,00X30,,2020-JUN,2020,2,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X30,,2021-MAY,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0
Southern USA,00X30,,2021-OCT,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X31,SWEPI LP,2020-JAN,2020,278,12,1,0,0,0,0,0,0,0,0,0,0,0,0,4659.5,44
Southern USA,00X31,SWEPI LP,2020-FEB,2020,511,12,1,0,0,0,0,0,0,0,0,0,0,0,0,4460,51
Southern USA,00X31,SWEPI LP,2020-MAR,2020,466,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4839,46
Southern USA,00X31,SWEPI LP,2020-APR,2020,415,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4619,37
Southern USA,00X31,SWEPI LP,2020-MAY,2020,373,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4735,47
Southern USA,00X31,SWEPI LP,2020-JUN,2020,579,31,0,0,0,0,0,0,0,0,0,0,0,0,0,4620.5,34
Southern USA,00X31,SWEPI LP,2020-JUL,2020,338,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4732.5,40
Southern USA,00X31,SWEPI LP,2020-AUG,2020,711,35,0,0,0,0,0,0,0,0,0,0,0,0,0,4930,47
Southern USA,00X31,SWEPI LP,2020-SEP,2020,405,37,0,0,0,0,0,0,0,0,0,0,0,0,0,4534.5,48
Southern USA,00X31,SWEPI LP,2020-OCT,2020,228,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5152,19
Southern USA,00X31,SWEPI LP,2020-NOV,2020,392,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4215,15
Southern USA,00X31,SWEPI LP,2020-DEC,2020,352,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4776.5,26
Southern USA,00X31,SWEPI LP,2021-JAN,2021,293,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4872,23
Southern USA,00X31,SWEPI LP,2021-FEB,2021,408,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4264,27
Southern USA,00X31,SWEPI LP,2021-MAR,2021,354,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4842,35
Southern USA,00X31,SWEPI LP,2021-APR,2021,452,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4670.5,55
Southern USA,00X31,SWEPI LP,2021-MAY,2021,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4941,15
Southern USA,00X31,SWEPI LP,2021-JUN,2021,229,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4679.5,28
Southern USA,00X31,,2021-JUL,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X31,,2021-AUG,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X31,,2021-SEP,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X31,,2021-OCT,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X32,X T O ENERGY INC,2020-JAN,2020,251,18,0,0,1,0,0,0,0,0,0,0,0,0,45.23,4422,8
Southern USA,00X32,X T O ENERGY INC,2020-FEB,2020,469,41,0,0,0,0,0,0,0,0,0,0,0,0,0,4054,19
Southern USA,00X32,X T O ENERGY INC,2020-MAR,2020,536,42,0,0,0,0,0,0,0,0,0,0,0,0,0,4338.5,10
Southern USA,00X32,X T O ENERGY INC,2020-APR,2020,420,31,0,0,0,0,0,0,0,0,0,0,0,0,0,4129.5,15
Southern USA,00X32,X T O ENERGY INC,2020-MAY,2020,354,31,0,0,0,0,0,0,0,0,0,0,0,0,0,4086.5,11
Southern USA,00X32,X T O ENERGY INC,2020-JUN,2020,384,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4124,19
Southern USA,00X32,X T O ENERGY INC,2020-JUL,2020,502,11,0,0,0,0,1,0,0,1,0,0,48.7,0,48.7,4106.5,19
Southern USA,00X32,X T O ENERGY INC,2020-AUG,2020,871,52,0,0,0,0,0,0,0,0,0,0,0,0,0,4723,76
Southern USA,00X32,X T O ENERGY INC,2020-SEP,2020,454,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4471,11
Southern USA,00X32,X T O ENERGY INC,2020-OCT,2020,489,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4759,31
Southern USA,00X32,X T O ENERGY INC,2020-NOV,2020,427,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4657.5,24
Southern USA,00X32,X T O ENERGY INC,2020-DEC,2020,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4701.5,29
Southern USA,00X32,X T O ENERGY INC,2021-JAN,2021,295,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4877,50
Southern USA,00X32,X T O ENERGY INC,2021-FEB,2021,288,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4278,38
Southern USA,00X32,X T O ENERGY INC,2021-MAR,2021,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4666.5,19
Southern USA,00X32,X T O ENERGY INC,2021-APR,2021,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4517.5,6
Southern USA,00X32,X T O ENERGY INC,2021-MAY,2021,211,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4536.5,14
Southern USA,00X32,X T O ENERGY INC,2021-JUN,2021,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4671,0
Southern USA,00X32,,2021-JUL,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X32,,2021-AUG,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X32,,2021-SEP,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X32,,2021-OCT,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X33,TEAL OPERATING LLC,2021-MAR,2021,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637.5,2
Southern USA,00X33,TEAL OPERATING LLC,2021-APR,2021,91,0,0,0,1,0,0,0,0,0,0,0,0,0,65.88,3036,3
Southern USA,00X33,ENSIGHT IV ENERGY MANAGEMENT LLC,2020-NOV,2020,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3132,4
Southern USA,00X33,ENSIGHT IV ENERGY MANAGEMENT LLC,2020-DEC,2020,348,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4289,11
Southern USA,00X33,ENSIGHT IV ENERGY MANAGEMENT LLC,2021-JAN,2021,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4261.5,2
Southern USA,00X33,ENSIGHT IV ENERGY MANAGEMENT LLC,2021-FEB,2021,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4125,7
Southern USA,00X33,ENSIGHT IV ENERGY MANAGEMENT LLC,2021-MAR,2021,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3208.5,11
Southern USA,00X33,R. LACY,2021-APR,2021,24,0,0,0,0,1,0,0,0,1,0,0,273.41,0,273.41,731.5,2
Southern USA,00X33,R. LACY,2021-MAY,2021,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,0
Southern USA,00X33,R. LACY,2021-JUN,2021,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3168,16
Southern USA,00X33,R LACY,2021-MAY,2021,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3728,6
Southern USA,00X33,R LACY,2021-JUN,2021,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1238.5,4
Southern USA,00X33,,2020-OCT,2020,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0
Southern USA,00X33,,2020-NOV,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.5,2
Southern USA,00X33,,2021-MAR,2021,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736,0
Southern USA,00X33,,2021-APR,2021,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,1
Southern USA,00X33,,2021-JUL,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X33,,2021-AUG,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X33,,2021-SEP,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X33,,2021-OCT,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X34,X T O ENERGY INC,2020-JAN,2020,379,33,0,0,0,0,0,0,0,0,0,0,0,0,0,4374,20
Southern USA,00X34,X T O ENERGY INC,2020-FEB,2020,484,16,1,0,0,0,0,0,0,0,0,0,0,0,0,4140,18
Southern USA,00X34,X T O ENERGY INC,2020-MAR,2020,469,11,0,1,0,0,0,0,0,0,0,0,0,0,0,4284,17
Southern USA,00X34,X T O ENERGY INC,2020-APR,2020,349,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4072,22
Southern USA,00X34,X T O ENERGY INC,2020-MAY,2020,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4461,8
Southern USA,00X34,X T O ENERGY INC,2020-JUN,2020,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4122,0
Southern USA,00X34,X T O ENERGY INC,2020-JUL,2020,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4407.5,21
Southern USA,00X34,X T O ENERGY INC,2020-AUG,2020,472,26,0,0,1,0,0,0,0,0,0,0,0,0,42.92,4659.5,30
Southern USA,00X34,X T O ENERGY INC,2020-SEP,2020,279,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4498,11
Southern USA,00X34,X T O ENERGY INC,2020-OCT,2020,356,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4719,14
Southern USA,00X34,X T O ENERGY INC,2020-NOV,2020,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4457,10
Southern USA,00X34,X T O ENERGY INC,2020-DEC,2020,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4499,10
Southern USA,00X34,X T O ENERGY INC,2021-JAN,2021,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4521.5,32
Southern USA,00X34,X T O ENERGY INC,2021-FEB,2021,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3964,20
Southern USA,00X34,X T O ENERGY INC,2021-MAR,2021,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4783.5,40
Southern USA,00X34,X T O ENERGY INC,2021-APR,2021,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4394,6
Southern USA,00X34,X T O ENERGY INC,2021-MAY,2021,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4463,7
Southern USA,00X34,X T O ENERGY INC,2021-JUN,2021,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4446,11
Southern USA,00X34,,2020-FEB,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Southern USA,00X34,,2021-JUL,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X34,,2021-AUG,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X34,,2021-SEP,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X34,,2021-OCT,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X35,PETROQUEST ENERGY LLC,2021-FEB,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,4
Southern USA,00X35,PETROQUEST ENERGY LLC,2021-MAR,2021,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4874,20
Southern USA,00X35,PETROQUEST ENERGY LLC,2021-APR,2021,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3886,24
Southern USA,00X35,B P AMERICA PRODUCTION COMPANY,2020-JAN,2020,623,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4717,20
Southern USA,00X35,B P AMERICA PRODUCTION COMPANY,2020-FEB,2020,577,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4383.5,18
Southern USA,00X35,B P AMERICA PRODUCTION COMPANY,2020-MAR,2020,466,28,0,0,0,1,0,0,0,1,0,0,48.98,0,48.98,4083.5,12
Southern USA,00X35,SPONTE OPERATING INC,2020-SEP,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,1
Southern USA,00X35,SPONTE OPERATING INC,2020-OCT,2020,121,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4266,0
Southern USA,00X35,SPONTE OPERATING INC,2020-NOV,2020,182,19,0,0,0,1,0,0,0,1,0,0,52.32,0,52.32,3822.5,13
Southern USA,00X35,PINE WAVE ENERGY PARTNERS,2020-NOV,2020,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,401,15
Southern USA,00X35,PINE WAVE ENERGY PARTNERS,2020-DEC,2020,167,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4268,2
Southern USA,00X35,PINE WAVE ENERGY PARTNERS,2021-JAN,2021,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4266,11
Southern USA,00X35,PINE WAVE ENERGY PARTNERS,2021-FEB,2021,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3531.5,13
Southern USA,00X35,PINE WAVE ENERGY PARTNERS,2021-APR,2021,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546.5,1
Southern USA,00X35,PINE WAVE ENERGY PARTNERS,2021-MAY,2021,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4368.5,10
Southern USA,00X35,PINE WAVE ENERGY PARTNERS,2021-JUN,2021,111,1,0,0,0,0,1,0,0,1,0,0,47.09,0,47.09,4247.5,3
Southern USA,00X35,,2020-APR,2020,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0
Southern USA,00X35,,2020-SEP,2020,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,6
Southern USA,00X35,,2021-FEB,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,1
Southern USA,00X35,,2021-JUL,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X35,,2021-AUG,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X35,,2021-SEP,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X35,,2021-OCT,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X37,BUFFCO PRODUCTION INC,2021-MAR,2021,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2896.5,11
Southern USA,00X37,BUFFCO PRODUCTION INC,2021-APR,2021,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3456,10
Southern USA,00X37,E P ENERGY E&P COMPANY LP,2021-APR,2021,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688.5,0
Southern USA,00X37,E P ENERGY E&P COMPANY LP,2021-MAY,2021,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4102.5,10
Southern USA,00X37,SN EF MAVERICK LLC,2020-JAN,2020,402,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4489.5,5
Southern USA,00X37,SN EF MAVERICK LLC,2020-FEB,2020,482,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4192.5,10
Southern USA,00X37,SN EF MAVERICK LLC,2020-MAR,2020,93,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2084,2
Southern USA,00X37,,2020-MAR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
Southern USA,00X37,,2020-NOV,2020,62,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X37,,2021-MAR,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0
Southern USA,00X37,,2021-JUN,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
Southern USA,00X37,,2021-JUL,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X37,,2021-AUG,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X37,,2021-SEP,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X37,,2021-OCT,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X39,MARATHON OIL EF LLC,2020-JAN,2020,297,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4322.5,20
Southern USA,00X39,MARATHON OIL EF LLC,2020-FEB,2020,253,16,1,0,0,0,0,0,0,0,0,0,0,0,0,4060.5,13
Southern USA,00X39,MARATHON OIL EF LLC,2020-MAR,2020,272,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4327,21
Southern USA,00X39,MARATHON OIL EF LLC,2020-APR,2020,192,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4131,14
Southern USA,00X39,MARATHON OIL EF LLC,2020-MAY,2020,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1208,3
Southern USA,00X39,MARATHON OIL EF LLC,2020-JUN,2020,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1293,13
Southern USA,00X39,MARATHON OIL EF LLC,2020-JUL,2020,156,8,1,0,1,0,0,0,0,0,0,0,0,0,51.28,3900.5,15
Southern USA,00X39,MARATHON OIL EF LLC,2020-AUG,2020,223,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4283.5,13
Southern USA,00X39,MARATHON OIL EF LLC,2020-SEP,2020,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4149,10
Southern USA,00X39,MARATHON OIL EF LLC,2020-OCT,2020,173,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4337.5,11
Southern USA,00X39,MARATHON OIL EF LLC,2020-NOV,2020,223,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4172,9
Southern USA,00X39,MARATHON OIL EF LLC,2020-DEC,2020,203,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4255,11
Southern USA,00X39,MARATHON OIL EF LLC,2021-JAN,2021,134,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4299.5,16
Southern USA,00X39,MARATHON OIL EF LLC,2021-FEB,2021,133,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4019,14
Southern USA,00X39,MARATHON OIL EF LLC,2021-MAR,2021,140,2,0,0,1,0,0,0,0,0,0,0,0,0,46.45,4306,25
Southern USA,00X39,MARATHON OIL EF LLC,2021-APR,2021,117,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4185.5,7
Southern USA,00X39,MARATHON OIL EF LLC,2021-MAY,2021,97,5,1,0,0,0,0,0,0,0,0,0,0,0,0,4298,10
Southern USA,00X39,MARATHON OIL EF LLC,2021-JUN,2021,114,12,0,0,1,0,0,0,0,0,0,0,0,0,47.87,4178,12
Southern USA,00X39,,2021-JUL,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X39,,2021-AUG,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X39,,2021-SEP,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X39,,2021-OCT,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X41,MARATHON OIL COMPANY,2021-JAN,2021,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2692,0
Southern USA,00X41,MARATHON OIL COMPANY,2021-FEB,2021,251,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3918,16
Southern USA,00X41,MARATHON OIL COMPANY,2021-MAR,2021,238,10,0,0,1,0,0,0,0,0,0,0,0,0,47.35,4224,6
Southern USA,00X41,MARATHON OIL COMPANY,2021-APR,2021,192,6,0,1,0,0,0,0,0,0,0,0,0,0,0,4057.5,9
Southern USA,00X41,MARATHON OIL COMPANY,2021-MAY,2021,221,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4256,0
Southern USA,00X41,MARATHON OIL COMPANY,2021-JUN,2021,10,0,0,2,2,0,0,0,0,0,0,0,0,0,123.06,3250.5,12
Southern USA,00X41,SN EF MAVERICK LLC,2020-JAN,2020,308,14,0,1,0,0,0,0,0,0,0,0,0,0,0,5231.5,0
Southern USA,00X41,SN EF MAVERICK LLC,2020-FEB,2020,305,22,0,2,0,0,0,0,0,0,0,0,0,0,0,4839.5,4
Southern USA,00X41,SN EF MAVERICK LLC,2020-MAR,2020,168,19,0,0,1,0,0,0,0,0,0,0,0,0,61.12,3272,1
Southern USA,00X41,,2020-MAR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0
Southern USA,00X41,,2021-JAN,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148,0
Southern USA,00X41,,2021-JUN,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,0
Southern USA,00X41,,2021-JUL,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X41,,2021-AUG,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X41,,2021-SEP,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X41,,2021-OCT,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Southern USA,00X46,C O G OPERATING LLC,2020-JAN,2020,478,6,0,0,1,0,0,0,0,0,0,0,0,0,47.04,4252,38
