Level 3 Area,Cost Center Name,Well Customer,Month,Year,Safety Observation Card Count,Near Miss (NM),Environmental (ENV) Incident Count,Property/ Equipment Damage (EQP DMG) Incident Count,First Aid Cases (FAC),Medical Treatment Only (MTO),Restricted Work Case (RWC),Lost Time Incident (LTI),Fatality (FTL),Total Recordable Cases (TTL REC),Total Class 1 Incidents,Class 1 Incident Rate (C1IR),Total Recordable Incident Rate (TRIR),Lost Time Incident Rate (LTIR),Total Hurt Rate (THR),Work Hours,Count of STARs
Northern USA,0,,2020-JAN,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5059.75,0
Northern USA,0,,2020-FEB,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4320.75,0
Northern USA,0,,2020-MAR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4671,0
Northern USA,0,,2020-APR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3599.5,0
Northern USA,0,,2020-MAY,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2745,0
Northern USA,0,,2020-JUN,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2860.5,0
Northern USA,0,,2020-JUL,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2686,0
Northern USA,0,,2020-AUG,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2595.5,0
Northern USA,0,,2020-SEP,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2656,0
Northern USA,0,,2020-OCT,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677,0
Northern USA,0,,2020-NOV,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2373,0
Northern USA,0,,2020-DEC,2020,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2433,0
Northern USA,0,,2021-JAN,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2428,0
Northern USA,0,,2021-FEB,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2063,0
Northern USA,0,,2021-MAR,2021,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2539,0
Northern USA,0,,2021-APR,2021,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2693.5,0
Northern USA,0,,2021-MAY,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2619,0
Northern USA,0,,2021-JUN,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3304,0
Northern USA,0,,2021-JUL,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,0,,2021-AUG,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,0,,2021-SEP,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,0,,2021-OCT,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,16,,2020-NOV,2020,1,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,32,,2020-FEB,2020,1,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,32,,2020-NOV,2020,2,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,0019E,ENI US OPERATING COMPANY INC,2020-MAR,2020,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3744,0
Northern USA,0019E,ENI US OPERATING COMPANY INC,2020-APR,2020,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3609,0
Northern USA,0019E,ENI US OPERATING COMPANY INC,2020-MAY,2020,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,0
Northern USA,0019E,,2020-JAN,2020,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0
Northern USA,0019E,,2020-FEB,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0
Northern USA,0019E,,2020-MAR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0
Northern USA,0019E,,2020-MAY,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
Northern USA,405,,2020-FEB,2020,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0
Northern USA,445,,2020-JAN,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512,0
Northern USA,445,,2020-FEB,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428,0
Northern USA,445,,2020-MAR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1431.5,0
Northern USA,445,,2020-APR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,0
Northern USA,445,,2020-MAY,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0
Northern USA,445,,2020-JUN,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,0
Northern USA,445,,2020-JUL,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0
Northern USA,445,,2020-AUG,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0
Northern USA,445,,2020-SEP,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0
Northern USA,445,,2020-OCT,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0
Northern USA,445,,2020-NOV,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0
Northern USA,445,,2020-DEC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0
Northern USA,445,,2021-JAN,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0
Northern USA,445,,2021-FEB,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0
Northern USA,445,,2021-MAR,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0
Northern USA,445,,2021-APR,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0
Northern USA,445,,2021-MAY,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0
Northern USA,445,,2021-JUN,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0
Northern USA,445,,2021-JUL,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,445,,2021-AUG,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,445,,2021-SEP,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,445,,2021-OCT,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,712,,2020-NOV,2020,1,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,712,,2020-DEC,2020,6,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,007ES,OIL SEARCH (ALASKA) LLC,2020-JAN,2020,513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10368.5,0
Northern USA,007ES,OIL SEARCH (ALASKA) LLC,2020-FEB,2020,453,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9216,0
Northern USA,007ES,OIL SEARCH (ALASKA) LLC,2020-MAR,2020,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684.5,0
Northern USA,007ES,,2020-MAR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665.5,0
Northern USA,007ES,,2020-APR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
Northern USA,007ES,,2021-JUL,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,007ES,,2021-AUG,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,007ES,,2021-SEP,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,007ES,,2021-OCT,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,968,,2020-JAN,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,0
Northern USA,968,,2020-FEB,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0
Northern USA,968,,2020-MAR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0
Northern USA,968,,2020-APR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0
Northern USA,00B01,MARATHON OIL COMPANY,2020-JAN,2020,309,52,0,0,1,0,0,0,0,0,0,0,0,0,47.14,4242.5,3
Northern USA,00B01,MARATHON OIL COMPANY,2020-FEB,2020,337,56,0,0,1,0,0,0,0,0,0,0,0,0,49.38,4050.5,1
Northern USA,00B01,MARATHON OIL COMPANY,2020-MAR,2020,331,58,0,0,0,0,0,0,0,0,0,0,0,0,0,4313.5,1
Northern USA,00B01,MARATHON OIL COMPANY,2020-APR,2020,49,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1043.5,1
Northern USA,00B01,KODA RESOURCES OPERATING LLC,2021-JUN,2021,88,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2965.5,1
Northern USA,00B01,,2020-APR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0
Northern USA,00B01,,2021-JUN,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0
Northern USA,00B01,,2021-JUL,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,00B01,,2021-AUG,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,00B01,,2021-SEP,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,00B01,,2021-OCT,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,00B02,X T O ENERGY INC,2020-JAN,2020,278,3,0,1,2,0,0,0,0,0,0,0,0,0,90.5,4420,0
Northern USA,00B02,X T O ENERGY INC,2020-FEB,2020,244,0,0,0,2,0,0,0,0,0,0,0,0,0,99.03,4039,0
Northern USA,00B02,X T O ENERGY INC,2020-MAR,2020,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4277,0
Northern USA,00B02,,2020-MAR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
Northern USA,00B02,,2020-APR,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
Northern USA,00B03,,2020-JAN,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
Northern USA,00B03,,2020-FEB,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
Northern USA,00B03,,2021-AUG,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,00B03,,2021-SEP,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,00B03,,2021-OCT,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,00B04,CRESCENT POINT ENERGY US CORP,2020-JAN,2020,147,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3789,0
Northern USA,00B04,CRESCENT POINT ENERGY US CORP,2020-FEB,2020,190,29,0,1,0,0,0,0,0,0,0,0,0,0,0,4029,2
Northern USA,00B04,CRESCENT POINT ENERGY US CORP,2020-MAR,2020,268,29,0,0,1,0,0,0,0,0,0,0,0,0,47.66,4196.5,3
Northern USA,00B04,CRESCENT POINT ENERGY US CORP,2020-APR,2020,254,25,1,0,0,0,0,0,0,0,0,0,0,0,0,4107.5,0
Northern USA,00B04,CRESCENT POINT ENERGY US CORP,2020-MAY,2020,107,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2273.5,0
Northern USA,00B04,,2020-JAN,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0
Northern USA,00B05,X T O ENERGY INC,2020-JAN,2020,236,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4485.5,1
Northern USA,00B05,X T O ENERGY INC,2020-FEB,2020,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4214.5,0
Northern USA,00B05,X T O ENERGY INC,2020-MAR,2020,203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4509,0
Northern USA,00B05,X T O ENERGY INC,2020-APR,2020,293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4436,2
Northern USA,00B05,X T O ENERGY INC,2020-MAY,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1680,0
Northern USA,00B05,,2020-MAY,2020,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
Northern USA,00B06,CONOCOPHILLIPS,2020-JAN,2020,392,34,0,0,0,0,0,0,0,0,0,0,0,0,0,4362.5,2
Northern USA,00B06,CONOCOPHILLIPS,2020-FEB,2020,260,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4534,2
Northern USA,00B06,CONOCOPHILLIPS,2020-MAR,2020,333,40,0,0,0,0,0,0,0,0,0,0,0,0,0,4702,2
Northern USA,00B06,CONOCOPHILLIPS,2020-APR,2020,368,50,0,0,0,0,0,0,0,0,0,0,0,0,0,4344.5,3
Northern USA,00B06,CONOCOPHILLIPS,2020-MAY,2020,206,24,0,0,1,0,0,0,0,0,0,0,0,0,47.53,4208,1
Northern USA,00B06,CONOCOPHILLIPS,2020-JUN,2020,252,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4140.5,2
Northern USA,00B06,CONOCOPHILLIPS,2020-JUL,2020,129,15,1,0,0,0,0,0,0,0,0,0,0,0,0,4225.5,1
Northern USA,00B06,CONOCOPHILLIPS,2020-AUG,2020,275,36,0,1,1,0,0,0,0,0,0,0,0,0,46.78,4275,1
Northern USA,00B06,CONOCOPHILLIPS,2020-SEP,2020,148,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4158,0
Northern USA,00B06,CONOCOPHILLIPS,2020-OCT,2020,239,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4273.5,0
Northern USA,00B06,CONOCOPHILLIPS,2020-NOV,2020,138,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4158.5,0
Northern USA,00B06,CONOCOPHILLIPS,2020-DEC,2020,147,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4455,3
Northern USA,00B06,CONOCOPHILLIPS,2021-JAN,2021,169,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4278,1
Northern USA,00B06,CONOCOPHILLIPS,2021-FEB,2021,157,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3873.5,1
Northern USA,00B06,CONOCOPHILLIPS,2021-MAR,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,0
Northern USA,00B06,CRESCENT POINT ENERGY US CORP,2021-MAR,2021,134,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2094,1
Northern USA,00B06,CRESCENT POINT ENERGY US CORP,2021-APR,2021,262,8,0,0,1,0,0,0,0,0,0,0,0,0,49.06,4077,0
Northern USA,00B06,CRESCENT POINT ENERGY US CORP,2021-MAY,2021,193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4194.5,0
Northern USA,00B06,,2021-MAR,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593.5,0
Northern USA,00B06,,2021-JUN,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463.5,1
Northern USA,00B06,,2021-JUL,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,00B06,,2021-AUG,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,00B06,,2021-SEP,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,00B06,,2021-OCT,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,00B08,W P X ENERGY WILLISTON LLC,2020-JAN,2020,397,69,0,0,0,0,0,0,0,0,0,0,0,0,0,4677,1
Northern USA,00B08,W P X ENERGY WILLISTON LLC,2020-FEB,2020,359,57,0,0,0,0,0,0,0,0,0,0,0,0,0,4412.5,2
Northern USA,00B08,W P X ENERGY WILLISTON LLC,2020-MAR,2020,188,33,0,0,0,0,0,0,0,0,0,0,0,0,0,3696.5,1
Northern USA,00B08,,2020-MAR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0
Northern USA,00B08,,2020-APR,2020,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1
Northern USA,00B09,W P X ENERGY WILLISTON LLC,2020-JAN,2020,258,33,0,0,1,0,0,0,0,0,0,0,0,0,43.29,4619.5,1
Northern USA,00B09,W P X ENERGY WILLISTON LLC,2020-FEB,2020,354,25,0,0,0,0,0,0,0,0,0,0,0,0,0,4349,1
Northern USA,00B09,W P X ENERGY WILLISTON LLC,2020-MAR,2020,383,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4657.5,3
Northern USA,00B09,W P X ENERGY WILLISTON LLC,2020-APR,2020,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4118.5,0
Northern USA,00B09,W P X ENERGY WILLISTON LLC,2020-MAY,2020,98,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4232.5,3
Northern USA,00B09,W P X ENERGY WILLISTON LLC,2020-JUN,2020,180,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4083,3
Northern USA,00B09,W P X ENERGY WILLISTON LLC,2020-JUL,2020,181,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4133.5,2
Northern USA,00B09,W P X ENERGY WILLISTON LLC,2020-AUG,2020,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4277.5,0
Northern USA,00B09,W P X ENERGY WILLISTON LLC,2020-SEP,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,0
Northern USA,00B09,,2020-SEP,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
Northern USA,00B10,X T O ENERGY INC,2020-JAN,2020,307,62,0,0,0,0,0,0,0,0,0,0,0,0,0,4263,3
Northern USA,00B10,X T O ENERGY INC,2020-FEB,2020,273,52,0,0,1,0,0,0,0,0,0,0,0,0,51.14,3910.5,0
Northern USA,00B10,X T O ENERGY INC,2020-MAR,2020,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0
Northern USA,00B10,,2020-MAR,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0
Northern USA,00B12,X T O ENERGY INC,2020-JAN,2020,365,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4577,0
Northern USA,00B12,X T O ENERGY INC,2020-FEB,2020,273,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4318,0
Northern USA,00B12,X T O ENERGY INC,2020-MAR,2020,288,20,0,0,1,0,0,0,0,0,0,0,0,0,42.4,4716.5,0
Northern USA,00B12,X T O ENERGY INC,2020-APR,2020,202,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4490.5,0
Northern USA,00B12,X T O ENERGY INC,2020-MAY,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767,0
Northern USA,00B12,,2020-MAY,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0
Northern USA,00B13,MARATHON OIL COMPANY,2020-JAN,2020,290,39,0,1,0,0,0,0,0,0,0,0,0,0,0,4420.5,2
Northern USA,00B13,MARATHON OIL COMPANY,2020-FEB,2020,242,27,0,0,1,0,0,0,0,0,0,0,0,0,47.36,4223,1
Northern USA,00B13,MARATHON OIL COMPANY,2020-MAR,2020,321,40,0,0,0,0,0,0,0,0,0,0,0,0,0,4568.5,2
Northern USA,00B13,MARATHON OIL COMPANY,2020-APR,2020,283,45,0,0,0,0,0,0,0,0,0,0,0,0,0,4270,2
Northern USA,00B13,MARATHON OIL COMPANY,2020-MAY,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495.5,1
Northern USA,00B13,OASIS PETROLEUM NORTH AMERICA LLC,2020-OCT,2020,69,0,0,0,1,0,0,0,0,0,0,0,0,0,148.15,1350,0
Northern USA,00B13,OASIS PETROLEUM NORTH AMERICA LLC,2020-NOV,2020,187,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3885,3
Northern USA,00B13,OASIS PETROLEUM NORTH AMERICA LLC,2020-DEC,2020,212,33,0,0,0,0,0,0,0,0,0,0,0,0,0,4253,1
Northern USA,00B13,OASIS PETROLEUM NORTH AMERICA LLC,2021-JAN,2021,231,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4338.5,3
Northern USA,00B13,OASIS PETROLEUM NORTH AMERICA LLC,2021-FEB,2021,216,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3883,2
Northern USA,00B13,OASIS PETROLEUM NORTH AMERICA LLC,2021-MAR,2021,254,12,0,0,0,1,0,0,0,1,0,0,46.55,0,46.55,4296,1
Northern USA,00B13,OASIS PETROLEUM NORTH AMERICA LLC,2021-APR,2021,327,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4164.5,1
Northern USA,00B13,OASIS PETROLEUM NORTH AMERICA LLC,2021-MAY,2021,256,9,0,0,1,0,0,0,0,0,0,0,0,0,46.39,4311.5,1
Northern USA,00B13,OASIS PETROLEUM NORTH AMERICA LLC,2021-JUN,2021,384,26,0,0,1,0,0,0,0,0,0,0,0,0,48.08,4159.5,2
Northern USA,00B13,,2020-MAY,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.5,0
Northern USA,00B13,,2020-OCT,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164,1
Northern USA,00B13,,2021-JUL,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,00B13,,2021-AUG,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,00B13,,2021-SEP,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,00B13,,2021-OCT,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,00B17,KRAKEN OPERATING LLC,2020-JAN,2020,298,37,0,1,0,0,0,0,0,0,0,0,0,0,0,4650,2
Northern USA,00B17,KRAKEN OPERATING LLC,2020-FEB,2020,183,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4012.5,0
Northern USA,00B17,,2020-FEB,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
Northern USA,00B17,,2020-MAR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0
Northern USA,00B18,MARATHON OIL COMPANY,2020-JAN,2020,324,41,0,0,0,0,0,0,0,0,0,0,0,0,0,4456,3
Northern USA,00B18,MARATHON OIL COMPANY,2020-FEB,2020,238,48,0,0,1,0,0,0,0,0,0,0,0,0,46.9,4264.5,1
Northern USA,00B18,MARATHON OIL COMPANY,2020-MAR,2020,161,37,0,1,1,0,0,0,0,0,0,0,0,0,45.09,4436,1
Northern USA,00B18,MARATHON OIL COMPANY,2020-APR,2020,204,34,0,0,0,0,0,0,0,0,0,0,0,0,0,4103,4
Northern USA,00B18,MARATHON OIL COMPANY,2020-MAY,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0
Northern USA,00B18,,2020-MAY,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0
Northern USA,00B18,,2021-SEP,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,00B18,,2021-OCT,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,00B19,X T O ENERGY INC,2020-JAN,2020,222,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4484,1
Northern USA,00B19,X T O ENERGY INC,2020-FEB,2020,171,10,0,2,0,0,0,0,0,0,0,0,0,0,0,4115,0
Northern USA,00B19,X T O ENERGY INC,2020-MAR,2020,267,27,0,0,0,0,0,0,0,0,0,0,0,0,0,4430.5,0
Northern USA,00B19,X T O ENERGY INC,2020-APR,2020,277,22,1,1,0,0,0,0,0,0,0,0,0,0,0,4170,2
Northern USA,00B19,X T O ENERGY INC,2020-MAY,2020,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2057,1
Northern USA,00B19,,2020-MAY,2020,3,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,00B20,HESS CORPORATION,2020-JAN,2020,323,37,0,0,0,0,0,0,0,0,0,0,0,0,0,4847,2
Northern USA,00B20,HESS CORPORATION,2020-FEB,2020,206,29,0,0,0,0,0,0,0,0,0,0,0,0,0,4555.5,0
Northern USA,00B20,HESS CORPORATION,2020-MAR,2020,336,50,0,0,0,0,0,0,0,0,0,0,0,0,0,5036,0
Northern USA,00B20,HESS CORPORATION,2020-APR,2020,125,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3348,0
Northern USA,00B20,,2020-APR,2020,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0
Northern USA,00B20,,2020-MAY,2020,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0
Northern USA,00B21,CONOCOPHILLIPS,2020-JAN,2020,203,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4479,2
Northern USA,00B21,CONOCOPHILLIPS,2020-FEB,2020,178,17,0,0,1,0,0,0,0,0,0,0,0,0,46.04,4344,3
Northern USA,00B21,CONOCOPHILLIPS,2020-MAR,2020,215,21,1,0,0,0,0,0,0,0,0,0,0,0,0,4513.5,2
Northern USA,00B21,CONOCOPHILLIPS,2020-APR,2020,202,31,0,0,1,0,0,0,0,0,0,0,0,0,46.88,4266,1
Northern USA,00B21,CONOCOPHILLIPS,2020-MAY,2020,255,39,0,0,0,0,1,0,0,1,0,0,46.78,0,46.78,4275,1
Northern USA,00B21,CONOCOPHILLIPS,2020-JUN,2020,171,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4141.5,1
Northern USA,00B21,CONOCOPHILLIPS,2020-JUL,2020,143,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4231.5,2
Northern USA,00B21,CONOCOPHILLIPS,2020-AUG,2020,73,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4217,1
Northern USA,00B21,CONOCOPHILLIPS,2020-SEP,2020,59,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4199,1
Northern USA,00B21,CONOCOPHILLIPS,2020-OCT,2020,117,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4202.5,1
Northern USA,00B21,CONOCOPHILLIPS,2020-NOV,2020,116,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4065.5,0
Northern USA,00B21,CONOCOPHILLIPS,2020-DEC,2020,196,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4198,4
Northern USA,00B21,CONOCOPHILLIPS,2021-JAN,2021,63,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2128,2
Northern USA,00B21,,2021-JAN,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.5,0
Northern USA,00B21,,2021-MAR,2021,1,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,00B21,,2021-AUG,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,00B21,,2021-SEP,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,00B21,,2021-OCT,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Northern USA,00B22,KRAKEN OPERATING LLC,2020-JAN,2020,294,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4701.5,2
Northern USA,00B22,KRAKEN OPERATING LLC,2020-FEB,2020,305,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4246,2
Northern USA,00B22,KRAKEN OPERATING LLC,2020-MAR,2020,308,30,0,0,0,0,0,0,0,0,0,0,0,0,0,4561.5,3
Northern USA,00B22,KRAKEN OPERATING LLC,2020-APR,2020,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1599,0
Northern USA,00B22,KRAKEN OPERATING LLC,2020-SEP,2020,114,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3190,2
Northern USA,00B22,KRAKEN OPERATING LLC,2020-OCT,2020,104,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4648,3
Northern USA,00B22,KRAKEN OPERATING LLC,2020-NOV,2020,148,18,0,0,0,0,1,0,0,1,0,0,77.93,0,77.93,2566.5,2
